read_id	protein_id	family	evalue	bitscore	pident	aln_len	taxid	genus	species	source_db
SRR23872596.1420775	A0A9P5AHW0	Cutinase_like	7.94e-11	53.9	39.2	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1423413	A0A0D1YDG7	Cutinase_like	1.65e-11	55.8	35.8	53		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1429026	A0A5B1L399	Cutinase_like	1.77e-12	58.5	52.6	57		Nocardioides	Nocardioides humilatus	UniProt
SRR23872596.1434957	A0A375GMW7	AlkB	2.4800000000000002e-26	94.0	76.9	52		Cupriavidus	Cupriavidus oxalaticus	UniProt
SRR23872596.1435963	A0ABQ1UBS5	AlkB	1.07e-26	97.8	88.2	51		Hymenobacter	Hymenobacter cavernae	UniProt
SRR23872596.1442666	A0A8H6D6M8	Cutinase_like	1.82e-09	50.1	43.4	53		Fusarium	Fusarium mundagurra	UniProt
SRR23872596.1444521	A0A916NB75	Cutinase_like	1.33e-06	42.0	49.0	51		Parvicella	Parvicella tangerina	UniProt
SRR23872596.1446286	A0A101S1Y2	AlkB	2.36e-28	101.0	92.5	53		Streptomyces	Streptomyces griseorubiginosus	UniProt
SRR23872596.1449827	A0A1D7Y9M7	AlkB	1.01e-10	53.5	50.0	52		Streptomyces	Streptomyces fodineus	UniProt
SRR23872596.1450539	M5EVX8	AlkB	8.05e-22	82.0	64.2	53		Mesorhizobium	Mesorhizobium metallidurans STM 2683	UniProt
SRR23872596.1453905	A0A0P9CMX4	AlkB	5.2e-26	96.3	86.5	52		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.1457107	A0A098Y8G2	AlkB	5.3e-21	82.0	76.0	50		Modestobacter	Modestobacter caceresii	UniProt
SRR23872596.1457771	A0A222E0D5	MHETase_like	7.8e-08	45.4	43.4	53		Antarctobacter	Antarctobacter heliothermus	UniProt
SRR23872596.1460246	A0A0D0N7X3	AlkB	8.31e-06	39.7	39.2	51		Kitasatospora	Kitasatospora griseola (Streptomyces griseolosporeus)	UniProt
SRR23872596.1460641	A0ABM8C2J5	AlkB	3.32e-23	87.8	83.0	53		Massilia	Massilia varians	UniProt
SRR23872596.1462521	A0A494WC74	AlkB	9.12e-13	59.3	46.2	52		Sphingobium	Sphingobium amiense	UniProt
SRR23872596.1465360	A0A0V8IPE0	AlkB	5.08e-20	79.3	75.0	52		Pseudarthrobacter	Pseudarthrobacter enclensis	UniProt
SRR23872596.1468994	A0ABQ5TAM8	AlkB	1.65e-12	58.5	57.7	52		Brevundimonas	Brevundimonas intermedia	UniProt
SRR23872596.1470209	A0A975NRQ0	AlkB	1.87e-28	99.4	84.6	52		Bradyrhizobium	Bradyrhizobium sediminis	UniProt
SRR23872596.1471816	A0AAN5C2R9	Cutinase_like	9.76e-07	42.4	45.3	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1474351	A0A1E3LRC3	AlkB	2.15e-11	55.5	50.9	53		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
SRR23872596.1477611	A0ABM6H719	AlkB	2.35e-09	49.7	53.8	52		Streptomyces	Streptomyces autolyticus	UniProt
SRR23872596.1479704	A0ABR7MBV8	AlkB	1.78e-18	75.5	59.6	52		Flavihumibacter	Flavihumibacter stibioxidans	UniProt
SRR23872596.1486221	A0AAN5C2R9	Cutinase_like	7.77e-14	62.4	62.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1487016	A0ABM8C2J5	AlkB	1.12e-26	97.1	88.7	53		Massilia	Massilia varians	UniProt
SRR23872596.1488128	A0ABM8C2J5	AlkB	1.12e-26	97.1	88.7	53		Massilia	Massilia varians	UniProt
SRR23872596.1495961	A0A4R7PD18	AlkB	1.37e-29	105.0	96.2	52		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.1499672	A0AAN5C2R9	Cutinase_like	6.82e-07	42.7	42.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1502736	A0AAN5C2R9	Cutinase_like	2.51e-06	41.2	39.6	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1502955	A0AAN5C2R9	Cutinase_like	6.82e-07	42.7	42.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1503049	A0A538SMW8	Cutinase_like	2.55e-12	57.4	56.6	53		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.1508293	Q5F4D8	AlkB	6.95e-19	76.6	62.3	53		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1511035	A9CMS7	AlkB	2.69e-13	60.8	55.6	54		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1511578	A0A364V7S2	AlkB	1.24e-09	50.4	48.1	52		Corynebacterium	Corynebacterium heidelbergense	UniProt
SRR23872596.1517154	A0A1B1UJ32	AlkB	7.68e-14	62.4	58.9	56		Bradyrhizobium	Bradyrhizobium icense	UniProt
SRR23872596.1517379	G1C7H9	AlkB	2.28e-18	75.1	66.0	53		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1517711	A0AAN5C2R9	Cutinase_like	4.06e-11	54.7	58.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1518867	A0AAN5C2R9	Cutinase_like	4.06e-11	54.7	58.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1519008	A0A0D1YDG7	Cutinase_like	2.13e-08	47.0	44.2	52		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1521479	A0AAE6Y585	AlkB	2.61e-07	43.9	36.5	52		Streptomyces	Streptomyces antibioticus	UniProt
SRR23872596.1521773	A0A382XFA1	Cutinase_like	9.67e-19	75.1	69.2	52		marine	marine metagenome	UniProt
SRR23872596.1522300	A0A4S3MN35	AlkB	1.93e-16	69.7	68.0	50		Aliigemmobacter	Aliigemmobacter aestuarii	UniProt
SRR23872596.1525192	A0A0K8P8E7	MHETase_like	9.74e-16	67.8	56.9	51		Piscinibacter	Piscinibacter sakaiensis (Ideonella sakaiensis)	UniProt
SRR23872596.1528729	A0ABR7MBV8	AlkB	1.61e-17	72.8	60.8	51		Flavihumibacter	Flavihumibacter stibioxidans	UniProt
SRR23872596.1529596	A0ABQ2CPL7	AlkB	2.47e-22	85.5	77.4	53		Halopseudomonas	Halopseudomonas pertucinogena	UniProt
SRR23872596.1531300	A0A6J4T4G5	AlkB	1.1e-23	89.7	71.2	52		uncultured	uncultured Solirubrobacteraceae bacterium	UniProt
SRR23872596.1536325	A0A318T8C6	AlkB	3.73e-17	71.6	61.1	54		Pseudoroseicyclus	Pseudoroseicyclus aestuarii	UniProt
SRR23872596.1536690	A0A316YF96	Cutinase_like	4.21e-11	54.7	49.1	55		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1539983	A0AAN5C2R9	Cutinase_like	8.4e-17	70.9	66.0	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1542193	C7EAV9	AlkB	3.6699999999999995e-30	102.0	90.4	52		uncultured	uncultured prokaryote	UniProt
SRR23872596.1542258	Q9AP11	AlkB	1.84e-12	58.5	49.1	53		Bacillus	Bacillus sp. NTT89	UniProt
SRR23872596.1543470	A0A248UDQ6	Cutinase_like	8.17e-20	79.0	74.0	50		Ochrobactrum	Ochrobactrum quorumnocens	UniProt
SRR23872596.1545309	A0A1X0I552	AlkB	1.61e-08	47.4	48.0	50		Mycobacterium	Mycobacterium paraseoulense	UniProt
SRR23872596.1545827	A9CMS7	AlkB	7.35e-16	68.2	58.5	53		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1550365	W4MAT7	AlkB	2.9e-08	46.6	35.6	59		Candidatus	Candidatus Entotheonella gemina	UniProt
SRR23872596.1553024	A0A1X0BAF1	AlkB	2.12e-11	55.5	52.9	51		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.1559694	A0ABM8C2J5	AlkB	5.7100000000000006e-27	97.8	81.1	53		Massilia	Massilia varians	UniProt
SRR23872596.1569646	A0A922NQS1	Cutinase_like	2.51e-06	41.2	41.5	53		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1569846	G1C7H9	AlkB	6.09e-12	57.0	53.8	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1573433	A0ABQ3GCS7	AlkB	9.73e-29	102.0	94.2	52		Pseudorhodoferax	Pseudorhodoferax aquiterrae	UniProt
SRR23872596.1579037	A0AAE8MYV6	Cutinase_like	8.36e-06	39.7	30.0	50		Cephalotrichum	Cephalotrichum gorgonifer	UniProt
SRR23872596.1580157	A0A0V8IPE0	AlkB	1.41e-25	94.4	88.7	53		Pseudarthrobacter	Pseudarthrobacter enclensis	UniProt
SRR23872596.1582061	A0A0P9CMX4	AlkB	2.73e-07	43.9	39.6	53		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.1584072	A0A6N7LSU7	AlkB	4.3e-14	63.2	48.0	50		Alcanivorax	Alcanivorax sediminis	UniProt
SRR23872596.1584503	A0ABQ1A8H7	Cutinase_like	6.03e-06	40.0	37.0	54		Aspergillus	Aspergillus lentulus	UniProt
SRR23872596.1586221	A0A9P5AHW0	Cutinase_like	2.51e-06	41.2	41.0	61		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1586289	A0A1E3LRC3	AlkB	2.08e-16	69.7	63.5	52		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
SRR23872596.1586303	A0ABM6H719	AlkB	7.43e-08	45.4	48.0	50		Streptomyces	Streptomyces autolyticus	UniProt
SRR23872596.1590023	A0A0D1YDG7	Cutinase_like	2.63e-07	43.9	46.2	52		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1590769	Q5F4D8	AlkB	1.25e-18	75.9	64.7	51		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1595770	A0ABW3HCW7	AlkB	1.56e-19	78.6	75.0	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1598824	A0A0P8X0D6	Cutinase_like	2.6e-07	43.9	44.2	52		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.1602266	A0A254U084	Cutinase_like	6.82e-10	51.2	52.0	50		Aspergillus	Aspergillus niger	UniProt
SRR23872596.1607979	A0ABQ4SDE2	MHETase_like	1.76e-12	58.5	52.9	51		Methylobacterium	Methylobacterium isbiliense	UniProt
SRR23872596.1608925	A0ABQ4QT49	MHETase_like	2.06e-13	61.2	50.0	52		Methylobacterium	Methylobacterium crusticola	UniProt
SRR23872596.1609624	A0AAI8PT37	MHETase_like	1.18e-14	64.7	51.0	51		Streptomyces	Streptomyces griseorubiginosus	UniProt
SRR23872596.1610251	A0ABT6ZC43	Cutinase_like	7.46e-16	68.2	67.3	52		Microbacterium	Microbacterium dauci	UniProt
SRR23872596.1613205	A0ABW3HCW7	AlkB	1.56e-08	47.4	44.0	50		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1613233	A0AAD2BXW6	MHETase_like	1.9e-15	67.0	57.7	52		Ralstonia	Ralstonia flatus	UniProt
SRR23872596.1616286	A0A318LRJ6	AlkB	5.32e-14	62.8	49.0	51		Prauserella	Prauserella flavalba	UniProt
SRR23872596.1619945	A0ABQ6BMW0	AlkB	6.24e-20	79.0	69.2	52		Brevundimonas	Brevundimonas denitrificans	UniProt
SRR23872596.1620092	A0A316YF96	Cutinase_like	1.19e-08	47.8	50.0	54		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1625393	A0A5Q2FFQ5	Cutinase_like	1.94e-07	44.3	49.0	51		Raineyella	Raineyella fluvialis	UniProt
SRR23872596.1625931	A0A922NQS1	Cutinase_like	1.64e-08	47.4	47.2	53		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1627463	A0AAN5C2R9	Cutinase_like	4e-16	68.9	69.8	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1628238	Q5F4D8	AlkB	1.96e-13	61.2	60.8	51		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1629972	A0AAN5C2R9	Cutinase_like	4.54e-12	57.4	53.8	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1630243	A0A382XFA1	Cutinase_like	2.32e-22	84.7	71.7	53		marine	marine metagenome	UniProt
SRR23872596.1630372	G1C7H9	AlkB	5.44e-24	90.5	78.8	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1630509	A9CMS7	AlkB	9.64e-10	50.8	50.0	50		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1631946	A0A254U2U8	Cutinase_like	1.64e-11	55.8	50.0	56		Aspergillus	Aspergillus niger	UniProt
SRR23872596.1632543	A0A101KQC9	AlkB	1.27e-25	94.4	92.3	52		Rhizobium	Rhizobium loti (Mesorhizobium loti)	UniProt
SRR23872596.1634894	A0AAN5C2R9	Cutinase_like	5.68e-14	62.8	60.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1635174	A0A538SMW8	Cutinase_like	3.29e-07	43.5	39.6	53		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.1635540	A0A922NQS1	Cutinase_like	8.12e-14	62.4	52.8	53		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1636233	A0AAN5C2R9	Cutinase_like	5.68e-14	62.8	60.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1636758	G1C7H9	AlkB	7.100000000000001e-22	84.7	78.4	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1639605	A0A7W2TWV7	Cutinase_like	2.55e-16	69.3	58.8	51		Sediminihaliea	Sediminihaliea albiluteola	UniProt
SRR23872596.1640440	G1C7R7	AlkB	1.08e-20	77.0	64.2	53		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1642337	A0ABM8C2J5	AlkB	1.63e-18	75.1	64.7	51		Massilia	Massilia varians	UniProt
SRR23872596.1642764	A0A1E3LRC3	AlkB	2.15e-11	55.5	56.0	50		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
SRR23872596.1643495	A9CMS7	AlkB	3.14e-14	63.5	58.0	50		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1647446	A0A098Y8G2	AlkB	3.7600000000000004e-27	98.6	84.6	52		Modestobacter	Modestobacter caceresii	UniProt
SRR23872596.1648602	Q5F4D8	AlkB	4.15e-08	46.2	37.7	53		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1648945	A0A922NQS1	Cutinase_like	3.29e-06	40.8	40.4	52		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1649047	A0A316YF96	Cutinase_like	1.73e-06	41.6	46.2	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1649358	A0A922NQS1	Cutinase_like	3.29e-06	40.8	40.4	52		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1654002	A0A1X0BAF1	AlkB	6.93e-13	59.7	58.0	50		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.1657759	A0AAP8QDB7	AlkB	2.47e-18	74.7	58.5	53		Brevibacillus	Brevibacillus laterosporus (Bacillus laterosporus)	UniProt
SRR23872596.1659005	A0ABR5DD64	AlkB	6.42e-27	97.8	88.2	51		Agrobacterium	Agrobacterium arsenijevicii	UniProt
SRR23872596.1659684	A0ABR5DD64	AlkB	6.42e-27	97.8	88.2	51		Agrobacterium	Agrobacterium arsenijevicii	UniProt
SRR23872596.1660336	A0AAN5C2R9	Cutinase_like	1.49e-10	53.1	42.3	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1661944	A0A0P9CMX4	AlkB	9.64e-25	92.8	80.8	52		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.1662532	A9CMS7	AlkB	2.15e-11	55.5	52.0	50		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1664509	X0V3P1	Cutinase_like	2.65e-28	100.0	92.3	52		marine	marine sediment metagenome	UniProt
SRR23872596.1667571	A0ABM7Y2T5	AlkB	2.36e-12	58.2	48.1	52		Roseomonas	Roseomonas fluvialis	UniProt
SRR23872596.1668550	A0A1E7LQY9	AlkB	2.63e-13	60.8	54.7	53		Streptomyces	Streptomyces nanshensis	UniProt
SRR23872596.1670953	A0A538SMW8	Cutinase_like	1e-17	71.6	70.6	51		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.1672100	A0A7C9TKJ7	Cutinase_like	2.44e-12	58.2	57.7	52		Ideonella	Ideonella livida	UniProt
SRR23872596.1676215	A0ABW3HCW7	AlkB	3.86e-13	60.5	50.0	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1678121	G1C7H9	AlkB	9.81e-22	84.3	72.5	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1682741	A0A1X0I552	AlkB	2.62e-10	52.4	49.0	51		Mycobacterium	Mycobacterium paraseoulense	UniProt
SRR23872596.1684134	A0AAN5C2R9	Cutinase_like	4.66e-15	65.9	60.8	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1686166	A0A1V2ICM1	AlkB	3.57e-13	60.5	53.8	52		Pseudofrankia	Pseudofrankia asymbiotica	UniProt
SRR23872596.1688126	A0A286RH75	Cutinase_like	3.93e-20	80.1	63.5	52		Thermogutta	Thermogutta terrifontis	UniProt
SRR23872596.1689886	A0A316YF96	Cutinase_like	6.75e-07	42.7	48.1	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1691535	A0A9P5AHW0	Cutinase_like	4.03e-08	46.2	37.7	61		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1691965	A0A9W6J1J4	AlkB	1.88e-13	61.2	51.9	52		Hansschlegelia	Hansschlegelia plantiphila	UniProt
SRR23872596.1692398	A9CMS7	AlkB	8.66e-25	93.2	67.9	53		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1693293	M2VXL2	AlkB	3.17e-14	63.5	48.0	50		Galdieria	Galdieria sulphuraria (Red alga)	UniProt
SRR23872596.1699878	A0A9W6N1A9	AlkB	4.66e-16	68.6	58.8	51		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
SRR23872596.1700757	A0AAN5C2R9	Cutinase_like	5.23e-16	68.6	58.8	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1702438	A0A9P4TBT9	Cutinase_like	1.21e-11	56.2	54.7	53		Curvularia	Curvularia kusanoi (Cochliobolus kusanoi)	UniProt
SRR23872596.1703197	A0A9P4TBT9	Cutinase_like	1.48e-10	53.1	53.8	52		Curvularia	Curvularia kusanoi (Cochliobolus kusanoi)	UniProt
SRR23872596.1704109	A0A848H7Y0	AlkB	7.42e-28	97.8	86.8	53		Ramlibacter	Ramlibacter agri	UniProt
SRR23872596.1705478	A0ABQ3GCS7	AlkB	1.07e-26	97.1	92.3	52		Pseudorhodoferax	Pseudorhodoferax aquiterrae	UniProt
SRR23872596.1705606	A0A9W9D218	Cutinase_like	1.74e-09	50.1	49.1	57		Gnomoniopsis	Gnomoniopsis smithogilvyi	UniProt
SRR23872596.1705774	A0A922NQS1	Cutinase_like	6.81e-10	51.2	49.0	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1706001	A0A318LRJ6	AlkB	3.57e-07	43.5	46.2	52		Prauserella	Prauserella flavalba	UniProt
SRR23872596.1710247	A0A8H4J4L5	Cutinase_like	1.57e-11	55.8	53.8	52		Botryosphaeria	Botryosphaeria dothidea	UniProt
SRR23872596.1711800	A0AAN5C2R9	Cutinase_like	1.59e-11	55.8	50.0	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1712209	A0A0P9CMX4	AlkB	2.03e-20	80.9	75.9	54		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.1713337	A0ABW3HCW7	AlkB	2.92e-16	69.3	63.5	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1714302	A0AAN5C2R9	Cutinase_like	1.95e-10	52.8	51.9	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1717086	A0A917Q8D6	AlkB	8.82e-25	92.4	80.8	52		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.1718521	A0A919XRH9	AlkB	2.17e-15	66.6	58.8	51		Paenibacillus	Paenibacillus antibioticophila	UniProt
SRR23872596.1720641	A0A066TQ18	AlkB	2.6699999999999998e-24	90.9	84.9	53		Amycolatopsis	Amycolatopsis rifamycinica	UniProt
SRR23872596.1720652	A9CMS7	AlkB	1.07e-10	53.5	49.0	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1721413	Q5F4D8	AlkB	3.16e-22	85.9	78.4	51		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1721554	A0A1E7N1S6	AlkB	1.73e-15	67.0	57.7	52		Kitasatospora	Kitasatospora aureofaciens (Streptomyces aureofaciens)	UniProt
SRR23872596.1722216	F2KF27	Cutinase_like	5.17e-27	97.8	88.5	52		Pseudomonas	Pseudomonas brassicacearum (strain NFM421)	UniProt
SRR23872596.1727637	A0A4R7NZR6	AlkB	2.29e-20	80.5	61.5	52		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.1728534	A0A4R7NZR6	AlkB	2.29e-20	80.5	61.5	52		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.1729154	A0A1X0I552	AlkB	1.31e-06	42.0	38.5	52		Mycobacterium	Mycobacterium paraseoulense	UniProt
SRR23872596.1729512	A0A9P5AHW0	Cutinase_like	3.29e-06	40.8	40.4	52		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1729623	A0AAN5C2R9	Cutinase_like	1.19e-14	64.7	58.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1735948	A0A919XRH9	AlkB	1.06e-24	92.0	78.8	52		Paenibacillus	Paenibacillus antibioticophila	UniProt
SRR23872596.1737043	A0AAN5C2R9	Cutinase_like	5.51e-08	45.8	38.9	54		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1743155	A0ABW3HCW7	AlkB	7.5e-08	45.4	44.2	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1744063	A0AAN5C2R9	Cutinase_like	2.43e-12	58.2	51.0	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1745930	G1C7H9	AlkB	1.4399999999999997e-23	89.4	76.9	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1746421	A0A679JIX2	MHETase_like	9.86e-13	59.3	56.6	53		Variovorax	Variovorax paradoxus	UniProt
SRR23872596.1748331	A0ABR5Y9W7	AlkB	5.89e-25	92.4	84.6	52		Sphingomonas	Sphingomonas hankookensis	UniProt
SRR23872596.1754741	A0A512NG10	AlkB	2.76e-28	102.0	84.6	52		Reyranella	Reyranella soli	UniProt
SRR23872596.1755703	A0A318LRJ6	AlkB	1.06e-10	53.5	44.2	52		Prauserella	Prauserella flavalba	UniProt
SRR23872596.1759069	A0A0P9CMX4	AlkB	1.65e-17	72.8	66.0	53		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.1759498	A0A1E3LRC3	AlkB	2.8e-19	77.8	67.9	53		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
SRR23872596.1759822	A0A1X0BAF1	AlkB	6.32e-06	40.0	41.5	53		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.1763670	A0A5E7UWM9	AlkB	4.66e-22	85.1	74.5	51		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.1766770	A0AAN5C2R9	Cutinase_like	2.65e-07	43.9	38.5	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1771008	A0A1Y3PDX4	AlkB	1.9e-07	44.3	40.4	52		Bacillus	Bacillus thermozeamaize	UniProt
SRR23872596.1779856	A0AAU7QPF4	AlkB	4.18e-30	103.0	90.4	52		Rhodanobacter	Rhodanobacter sp. IGA1.0	UniProt
SRR23872596.1781226	I3XEW5	AlkB	1.78e-19	75.9	70.6	51		Sinorhizobium	Sinorhizobium fredii (strain USDA 257)	UniProt
SRR23872596.1781287	A0A0M8PKR8	AlkB	8.61e-09	48.1	44.4	54		Rhodococcus	Rhodococcus rhodochrous KG-21	UniProt
SRR23872596.1784199	A0ABQ1UKW1	AlkB	3.69e-25	93.2	81.1	53		Echinicola	Echinicola rosea	UniProt
SRR23872596.1787329	A0A076EYD1	AlkB	3.95e-08	46.2	44.0	50		Rhodococcus	Rhodococcus opacus (Nocardia opaca)	UniProt
SRR23872596.1788649	A0A0P8X0D6	Cutinase_like	5.85e-12	57.0	51.9	52		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.1788724	A0A0N0U9H2	AlkB	1.27e-09	50.4	55.8	52		Haloarcula	Haloarcula rubripromontorii	UniProt
SRR23872596.1794497	A0A1S9RVN2	Cutinase_like	8.1e-14	62.4	60.0	50		Penicillium	Penicillium brasilianum	UniProt
SRR23872596.1794695	A0A5Q2FFQ5	Cutinase_like	2.15e-08	47.0	54.9	51		Raineyella	Raineyella fluvialis	UniProt
SRR23872596.1794995	A0AAI9EJE0	AlkB	1.92e-15	65.5	55.8	52		Clavibacter	Clavibacter nebraskensis NCPPB 2581	UniProt
SRR23872596.1800352	A9CMS7	AlkB	1.57e-11	55.8	52.9	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1800779	A0A0N0U9H2	AlkB	8.21e-13	59.3	50.0	52		Haloarcula	Haloarcula rubripromontorii	UniProt
SRR23872596.1801698	A0A4R7PD18	AlkB	3.38e-33	115.0	100.0	50		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.1802408	A0A0D1YDG7	Cutinase_like	8.74e-06	39.7	32.1	53		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1803226	A0A2T0SGF7	AlkB	3.02e-14	63.5	58.8	51		Umezawaea	Umezawaea tangerina	UniProt
SRR23872596.1803747	A0A4R7PD18	AlkB	3.38e-33	115.0	100.0	50		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.1804635	A0A0D1YDG7	Cutinase_like	1.93e-10	52.8	48.0	50		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1804671	A0A0D1YDG7	Cutinase_like	1.93e-10	52.8	48.0	50		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1804672	A0A0D1YDG7	Cutinase_like	1.93e-10	52.8	48.0	50		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1805087	A0A0D1YDG7	Cutinase_like	1.93e-10	52.8	48.0	50		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1805202	A0A0P9CMX4	AlkB	3.7e-19	77.4	56.6	53		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.1805244	G1C7H9	AlkB	3.52e-16	68.9	59.6	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1806748	A0A1E3LRC3	AlkB	3.41e-22	85.9	78.8	52		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
